"REF_DATE","GEO","DGUID","Correctional services","Visible minority group","Sex","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019/2020","Alberta","2016A000248","Total custodial admissions","Not a visible minority ","Females","Number","223","units","0","v1331435512","3.2.7.3","4849","","","","0"
"2019/2020","Alberta","2016A000248","Total custodial admissions","Not a visible minority ","Sex unknown","Number","223","units","0","v1331435513","3.2.7.4","2","","","","0"
"2019/2020","Alberta","2016A000248","Total custodial admissions","Unknown, visible minority group","Total, sex","Number","223","units","0","v1331435514","3.2.8.1","1011","","","","0"
"2019/2020","Alberta","2016A000248","Total custodial admissions","Unknown, visible minority group","Males","Number","223","units","0","v1331435515","3.2.8.2","805","","","","0"
"2019/2020","Alberta","2016A000248","Total custodial admissions","Unknown, visible minority group","Females","Number","223","units","0","v1331435516","3.2.8.3","206","","","","0"
"2019/2020","Alberta","2016A000248","Total custodial admissions","Unknown, visible minority group","Sex unknown","Number","223","units","0","v1331435517","3.2.8.4","0","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Total, visible minority group","Total, sex","Number","223","units","0","v1331435522","3.3.1.1","27465","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Total, visible minority group","Males","Number","223","units","0","v1331435523","3.3.1.2","20358","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Total, visible minority group","Females","Number","223","units","0","v1331435524","3.3.1.3","7102","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Total, visible minority group","Sex unknown","Number","223","units","0","v1331435525","3.3.1.4","5","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Black","Total, sex","Number","223","units","0","v1331435526","3.3.2.1","1263","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Black","Males","Number","223","units","0","v1331435527","3.3.2.2","1081","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Black","Females","Number","223","units","0","v1331435528","3.3.2.3","181","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Black","Sex unknown","Number","223","units","0","v1331435529","3.3.2.4","1","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","South Asian","Total, sex","Number","223","units","0","v1331435530","3.3.3.1","709","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","South Asian","Males","Number","223","units","0","v1331435531","3.3.3.2","618","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","South Asian","Females","Number","223","units","0","v1331435532","3.3.3.3","91","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","South Asian","Sex unknown","Number","223","units","0","v1331435533","3.3.3.4","0","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Arab","Total, sex","Number","223","units","0","v1331435554","3.3.9.1","312","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Arab","Males","Number","223","units","0","v1331435555","3.3.9.2","278","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Arab","Females","Number","223","units","0","v1331435556","3.3.9.3","32","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Arab","Sex unknown","Number","223","units","0","v1331435557","3.3.9.4","2","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","East or Southeast Asian","Total, sex","Number","223","units","0","v1331435534","3.3.4.1","529","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","East or Southeast Asian","Males","Number","223","units","0","v1331435535","3.3.4.2","422","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","East or Southeast Asian","Females","Number","223","units","0","v1331435536","3.3.4.3","107","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","East or Southeast Asian","Sex unknown","Number","223","units","0","v1331435537","3.3.4.4","0","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Latin American","Total, sex","Number","223","units","0","v1331435538","3.3.5.1","308","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Latin American","Males","Number","223","units","0","v1331435539","3.3.5.2","251","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Latin American","Females","Number","223","units","0","v1331435540","3.3.5.3","57","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Latin American","Sex unknown","Number","223","units","0","v1331435541","3.3.5.4","0","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Other visible minority group","Total, sex","Number","223","units","0","v1331435542","3.3.6.1","0","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Other visible minority group","Males","Number","223","units","0","v1331435543","3.3.6.2","0","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Other visible minority group","Females","Number","223","units","0","v1331435544","3.3.6.3","0","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Other visible minority group","Sex unknown","Number","223","units","0","v1331435545","3.3.6.4","0","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Not a visible minority ","Total, sex","Number","223","units","0","v1331435546","3.3.7.1","22296","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Not a visible minority ","Males","Number","223","units","0","v1331435547","3.3.7.2","16326","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Not a visible minority ","Females","Number","223","units","0","v1331435548","3.3.7.3","5969","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Not a visible minority ","Sex unknown","Number","223","units","0","v1331435549","3.3.7.4","1","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Unknown, visible minority group","Total, sex","Number","223","units","0","v1331435550","3.3.8.1","2048","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Unknown, visible minority group","Males","Number","223","units","0","v1331435551","3.3.8.2","1382","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Unknown, visible minority group","Females","Number","223","units","0","v1331435552","3.3.8.3","665","","","","0"
"2019/2020","Alberta","2016A000248","Total community admissions","Unknown, visible minority group","Sex unknown","Number","223","units","0","v1331435553","3.3.8.4","1","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Total, visible minority group","Total, sex","Number","223","units","0","v1331435558","4.1.1.1","46799","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Total, visible minority group","Males","Number","223","units","0","v1331435559","4.1.1.2","40033","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Total, visible minority group","Females","Number","223","units","0","v1331435560","4.1.1.3","6762","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Total, visible minority group","Sex unknown","Number","223","units","0","v1331435561","4.1.1.4","4","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Black","Total, sex","Number","223","units","0","v1331435562","4.1.2.1","1134","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Black","Males","Number","223","units","0","v1331435563","4.1.2.2","1071","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Black","Females","Number","223","units","0","v1331435564","4.1.2.3","63","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Black","Sex unknown","Number","223","units","0","v1331435565","4.1.2.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","South Asian","Total, sex","Number","223","units","0","v1331435566","4.1.3.1","2101","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","South Asian","Males","Number","223","units","0","v1331435567","4.1.3.2","2020","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","South Asian","Females","Number","223","units","0","v1331435568","4.1.3.3","81","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","South Asian","Sex unknown","Number","223","units","0","v1331435569","4.1.3.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Arab","Total, sex","Number","223","units","0","v1331435590","4.1.9.1","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Arab","Males","Number","223","units","0","v1331435591","4.1.9.2","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Arab","Females","Number","223","units","0","v1331435592","4.1.9.3","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Arab","Sex unknown","Number","223","units","0","v1331435593","4.1.9.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","East or Southeast Asian","Total, sex","Number","223","units","0","v1331435570","4.1.4.1","1079","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","East or Southeast Asian","Males","Number","223","units","0","v1331435571","4.1.4.2","965","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","East or Southeast Asian","Females","Number","223","units","0","v1331435572","4.1.4.3","114","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","East or Southeast Asian","Sex unknown","Number","223","units","0","v1331435573","4.1.4.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Latin American","Total, sex","Number","223","units","0","v1331435574","4.1.5.1","585","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Latin American","Males","Number","223","units","0","v1331435575","4.1.5.2","540","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Latin American","Females","Number","223","units","0","v1331435576","4.1.5.3","45","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Latin American","Sex unknown","Number","223","units","0","v1331435577","4.1.5.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Other visible minority group","Total, sex","Number","223","units","0","v1331435578","4.1.6.1","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Other visible minority group","Males","Number","223","units","0","v1331435579","4.1.6.2","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Other visible minority group","Females","Number","223","units","0","v1331435580","4.1.6.3","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Other visible minority group","Sex unknown","Number","223","units","0","v1331435581","4.1.6.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Not a visible minority ","Total, sex","Number","223","units","0","v1331435582","4.1.7.1","40459","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Not a visible minority ","Males","Number","223","units","0","v1331435583","4.1.7.2","34418","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Not a visible minority ","Females","Number","223","units","0","v1331435584","4.1.7.3","6039","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Not a visible minority ","Sex unknown","Number","223","units","0","v1331435585","4.1.7.4","2","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Unknown, visible minority group","Total, sex","Number","223","units","0","v1331435586","4.1.8.1","1441","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Unknown, visible minority group","Males","Number","223","units","0","v1331435587","4.1.8.2","1019","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Unknown, visible minority group","Females","Number","223","units","0","v1331435588","4.1.8.3","420","","","","0"
"2019/2020","British Columbia","2016A000259","Total correctional services admissions","Unknown, visible minority group","Sex unknown","Number","223","units","0","v1331435589","4.1.8.4","2","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Total, visible minority group","Total, sex","Number","223","units","0","v1331435594","4.2.1.1","20634","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Total, visible minority group","Males","Number","223","units","0","v1331435595","4.2.1.2","18688","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Total, visible minority group","Females","Number","223","units","0","v1331435596","4.2.1.3","1946","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Total, visible minority group","Sex unknown","Number","223","units","0","v1331435597","4.2.1.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Black","Total, sex","Number","223","units","0","v1331435598","4.2.2.1","644","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Black","Males","Number","223","units","0","v1331435599","4.2.2.2","619","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Black","Females","Number","223","units","0","v1331435600","4.2.2.3","25","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Black","Sex unknown","Number","223","units","0","v1331435601","4.2.2.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","South Asian","Total, sex","Number","223","units","0","v1331435602","4.2.3.1","910","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","South Asian","Males","Number","223","units","0","v1331435603","4.2.3.2","892","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","South Asian","Females","Number","223","units","0","v1331435604","4.2.3.3","18","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","South Asian","Sex unknown","Number","223","units","0","v1331435605","4.2.3.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Arab","Total, sex","Number","223","units","0","v1331435626","4.2.9.1","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Arab","Males","Number","223","units","0","v1331435627","4.2.9.2","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Arab","Females","Number","223","units","0","v1331435628","4.2.9.3","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Arab","Sex unknown","Number","223","units","0","v1331435629","4.2.9.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","East or Southeast Asian","Total, sex","Number","223","units","0","v1331435606","4.2.4.1","467","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","East or Southeast Asian","Males","Number","223","units","0","v1331435607","4.2.4.2","427","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","East or Southeast Asian","Females","Number","223","units","0","v1331435608","4.2.4.3","40","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","East or Southeast Asian","Sex unknown","Number","223","units","0","v1331435609","4.2.4.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Latin American","Total, sex","Number","223","units","0","v1331435610","4.2.5.1","335","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Latin American","Males","Number","223","units","0","v1331435611","4.2.5.2","314","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Latin American","Females","Number","223","units","0","v1331435612","4.2.5.3","21","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Latin American","Sex unknown","Number","223","units","0","v1331435613","4.2.5.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Other visible minority group","Total, sex","Number","223","units","0","v1331435614","4.2.6.1","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Other visible minority group","Males","Number","223","units","0","v1331435615","4.2.6.2","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Other visible minority group","Females","Number","223","units","0","v1331435616","4.2.6.3","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Other visible minority group","Sex unknown","Number","223","units","0","v1331435617","4.2.6.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Not a visible minority ","Total, sex","Number","223","units","0","v1331435618","4.2.7.1","18185","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Not a visible minority ","Males","Number","223","units","0","v1331435619","4.2.7.2","16351","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Not a visible minority ","Females","Number","223","units","0","v1331435620","4.2.7.3","1834","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Not a visible minority ","Sex unknown","Number","223","units","0","v1331435621","4.2.7.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Unknown, visible minority group","Total, sex","Number","223","units","0","v1331435622","4.2.8.1","93","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Unknown, visible minority group","Males","Number","223","units","0","v1331435623","4.2.8.2","85","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Unknown, visible minority group","Females","Number","223","units","0","v1331435624","4.2.8.3","8","","","","0"
"2019/2020","British Columbia","2016A000259","Total custodial admissions","Unknown, visible minority group","Sex unknown","Number","223","units","0","v1331435625","4.2.8.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Total, visible minority group","Total, sex","Number","223","units","0","v1331435630","4.3.1.1","26165","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Total, visible minority group","Males","Number","223","units","0","v1331435631","4.3.1.2","21345","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Total, visible minority group","Females","Number","223","units","0","v1331435632","4.3.1.3","4816","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Total, visible minority group","Sex unknown","Number","223","units","0","v1331435633","4.3.1.4","4","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Black","Total, sex","Number","223","units","0","v1331435634","4.3.2.1","490","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Black","Males","Number","223","units","0","v1331435635","4.3.2.2","452","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Black","Females","Number","223","units","0","v1331435636","4.3.2.3","38","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Black","Sex unknown","Number","223","units","0","v1331435637","4.3.2.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","South Asian","Total, sex","Number","223","units","0","v1331435638","4.3.3.1","1191","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","South Asian","Males","Number","223","units","0","v1331435639","4.3.3.2","1128","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","South Asian","Females","Number","223","units","0","v1331435640","4.3.3.3","63","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","South Asian","Sex unknown","Number","223","units","0","v1331435641","4.3.3.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Arab","Total, sex","Number","223","units","0","v1331435662","4.3.9.1","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Arab","Males","Number","223","units","0","v1331435663","4.3.9.2","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Arab","Females","Number","223","units","0","v1331435664","4.3.9.3","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Arab","Sex unknown","Number","223","units","0","v1331435665","4.3.9.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","East or Southeast Asian","Total, sex","Number","223","units","0","v1331435642","4.3.4.1","612","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","East or Southeast Asian","Males","Number","223","units","0","v1331435643","4.3.4.2","538","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","East or Southeast Asian","Females","Number","223","units","0","v1331435644","4.3.4.3","74","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","East or Southeast Asian","Sex unknown","Number","223","units","0","v1331435645","4.3.4.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Latin American","Total, sex","Number","223","units","0","v1331435646","4.3.5.1","250","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Latin American","Males","Number","223","units","0","v1331435647","4.3.5.2","226","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Latin American","Females","Number","223","units","0","v1331435648","4.3.5.3","24","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Latin American","Sex unknown","Number","223","units","0","v1331435649","4.3.5.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Other visible minority group","Total, sex","Number","223","units","0","v1331435650","4.3.6.1","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Other visible minority group","Males","Number","223","units","0","v1331435651","4.3.6.2","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Other visible minority group","Females","Number","223","units","0","v1331435652","4.3.6.3","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Other visible minority group","Sex unknown","Number","223","units","0","v1331435653","4.3.6.4","0","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Not a visible minority ","Total, sex","Number","223","units","0","v1331435654","4.3.7.1","22274","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Not a visible minority ","Males","Number","223","units","0","v1331435655","4.3.7.2","18067","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Not a visible minority ","Females","Number","223","units","0","v1331435656","4.3.7.3","4205","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Not a visible minority ","Sex unknown","Number","223","units","0","v1331435657","4.3.7.4","2","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Unknown, visible minority group","Total, sex","Number","223","units","0","v1331435658","4.3.8.1","1348","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Unknown, visible minority group","Males","Number","223","units","0","v1331435659","4.3.8.2","934","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Unknown, visible minority group","Females","Number","223","units","0","v1331435660","4.3.8.3","412","","","","0"
"2019/2020","British Columbia","2016A000259","Total community admissions","Unknown, visible minority group","Sex unknown","Number","223","units","0","v1331435661","4.3.8.4","2","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Total, visible minority group","Total, sex","Number","223","units","0","v1331435234","1.1.1.1","5471","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Total, visible minority group","Males","Number","223","units","0","v1331435235","1.1.1.2","4638","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Total, visible minority group","Females","Number","223","units","0","v1331435236","1.1.1.3","785","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Total, visible minority group","Sex unknown","Number","223","units","0","v1331435237","1.1.1.4","48","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Black","Total, sex","Number","223","units","0","v1331435238","1.1.2.1","520","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Black","Males","Number","223","units","0","v1331435239","1.1.2.2","454","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Black","Females","Number","223","units","0","v1331435240","1.1.2.3","62","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Black","Sex unknown","Number","223","units","0","v1331435241","1.1.2.4","4","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","South Asian","Total, sex","Number","223","units","0","v1331435242","1.1.3.1","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","South Asian","Males","Number","223","units","0","v1331435243","1.1.3.2","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","South Asian","Females","Number","223","units","0","v1331435244","1.1.3.3","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","South Asian","Sex unknown","Number","223","units","0","v1331435245","1.1.3.4","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Arab","Total, sex","Number","223","units","0","v1331435266","1.1.9.1","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Arab","Males","Number","223","units","0","v1331435267","1.1.9.2","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Arab","Females","Number","223","units","0","v1331435268","1.1.9.3","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Arab","Sex unknown","Number","223","units","0","v1331435269","1.1.9.4","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","East or Southeast Asian","Total, sex","Number","223","units","0","v1331435246","1.1.4.1","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","East or Southeast Asian","Males","Number","223","units","0","v1331435247","1.1.4.2","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","East or Southeast Asian","Females","Number","223","units","0","v1331435248","1.1.4.3","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","East or Southeast Asian","Sex unknown","Number","223","units","0","v1331435249","1.1.4.4","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Latin American","Total, sex","Number","223","units","0","v1331435250","1.1.5.1","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Latin American","Males","Number","223","units","0","v1331435251","1.1.5.2","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Latin American","Females","Number","223","units","0","v1331435252","1.1.5.3","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Latin American","Sex unknown","Number","223","units","0","v1331435253","1.1.5.4","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Other visible minority group","Total, sex","Number","223","units","0","v1331435254","1.1.6.1","158","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Other visible minority group","Males","Number","223","units","0","v1331435255","1.1.6.2","135","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Other visible minority group","Females","Number","223","units","0","v1331435256","1.1.6.3","21","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Other visible minority group","Sex unknown","Number","223","units","0","v1331435257","1.1.6.4","2","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Not a visible minority ","Total, sex","Number","223","units","0","v1331435258","1.1.7.1","4291","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Not a visible minority ","Males","Number","223","units","0","v1331435259","1.1.7.2","3688","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Not a visible minority ","Females","Number","223","units","0","v1331435260","1.1.7.3","585","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Not a visible minority ","Sex unknown","Number","223","units","0","v1331435261","1.1.7.4","18","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Unknown, visible minority group","Total, sex","Number","223","units","0","v1331435262","1.1.8.1","502","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Unknown, visible minority group","Males","Number","223","units","0","v1331435263","1.1.8.2","361","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Unknown, visible minority group","Females","Number","223","units","0","v1331435264","1.1.8.3","117","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total correctional services admissions","Unknown, visible minority group","Sex unknown","Number","223","units","0","v1331435265","1.1.8.4","24","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total custodial admissions","Total, visible minority group","Total, sex","Number","223","units","0","v1331435270","1.2.1.1","3326","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total custodial admissions","Total, visible minority group","Males","Number","223","units","0","v1331435271","1.2.1.2","2908","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total custodial admissions","Total, visible minority group","Females","Number","223","units","0","v1331435272","1.2.1.3","416","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total custodial admissions","Total, visible minority group","Sex unknown","Number","223","units","0","v1331435273","1.2.1.4","2","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total custodial admissions","Black","Total, sex","Number","223","units","0","v1331435274","1.2.2.1","366","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total custodial admissions","Black","Males","Number","223","units","0","v1331435275","1.2.2.2","328","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total custodial admissions","Black","Females","Number","223","units","0","v1331435276","1.2.2.3","38","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total custodial admissions","Black","Sex unknown","Number","223","units","0","v1331435277","1.2.2.4","0","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total custodial admissions","South Asian","Total, sex","Number","223","units","0","v1331435278","1.2.3.1","","..","","","0"
